MERCHANT,ACCT_STATUS_K_USD,CONTRACT_DURATION_MONTH,HISTORY,CREDIT_PROGRAM,AMOUNT_K_USD,ACCOUNT_TYPE,ACCT_AGE,STATE,PRESENT_RESIDENT,ESTABLISHED_MONTH,NUMBER_CREDITS,IS_DEFAULT
812,"0 to 200 USD",6,"EXISTING CREDITS PAID BACK","ELECTRONICS",484,"up to 100 K USD","4 to 7 YRS","CT","above 4 YRS",28,1,"No"
813,"0 USD",36,"CRITICAL ACCOUNT","USED CAR",9629,"up to 100 K USD","4 to 7 YRS","NY","4",24,2,"Yes"
814,"0 USD",48,"EXISTING CREDITS PAID BACK","OTHER",3051,"up to 100 K USD","1 to 4 YRS","CT","4",54,1,"Yes"
815,"0 USD",48,"EXISTING CREDITS PAID BACK","NEW CAR",3931,"up to 100 K USD","4 to 7 YRS","NY","4",46,1,"Yes"
816,"0 to 200 USD",36,"DELAY IN PAST","NEW CAR",7432,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",54,1,"No"
817,"NONE",6,"EXISTING CREDITS PAID BACK","OTHER",1338,"500 to 1000 K USD","1 to 4 YRS","PA","4",62,1,"No"
818,"NONE",6,"CRITICAL ACCOUNT","ELECTRONICS",1554,"up to 100 K USD","4 to 7 YRS","PA","2 to 3 YRS",24,2,"No"
819,"0 USD",36,"EXISTING CREDITS PAID BACK","OTHER",15857,"up to 100 K USD","TBD","NJ","above 4 YRS",43,1,"No"
820,"0 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",1345,"up to 100 K USD","1 to 4 YRS","NY","above 4 YRS",26,1,"Yes"
821,"NONE",12,"EXISTING CREDITS PAID BACK","NEW CAR",1101,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",27,2,"No"
822,"above 200 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",3016,"up to 100 K USD","1 to 4 YRS","CT","1 to 2 YRS",24,1,"No"
823,"0 USD",36,"EXISTING CREDITS PAID BACK","FURNITURE",2712,"up to 100 K USD","above 7 YRS","NJ","2 to 3 YRS",41,1,"Yes"
824,"0 USD",8,"CRITICAL ACCOUNT","NEW CAR",731,"up to 100 K USD","above 7 YRS","NY","4",47,2,"No"
825,"NONE",18,"CRITICAL ACCOUNT","FURNITURE",3780,"up to 100 K USD","up to 1 YR","CT","2 to 3 YRS",35,2,"No"
826,"0 USD",21,"CRITICAL ACCOUNT","NEW CAR",1602,"up to 100 K USD","above 7 YRS","NY","above 4 YRS",30,2,"No"
827,"0 USD",18,"CRITICAL ACCOUNT","NEW CAR",3966,"up to 100 K USD","above 7 YRS","PA","4",33,3,"Yes"
828,"NONE",18,"NONE TAKEN","RETRAINING",4165,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",36,2,"Yes"
829,"0 USD",36,"EXISTING CREDITS PAID BACK","USED CAR",8335,"UNKNOWN/NONE","above 7 YRS","CT","4",47,1,"Yes"
830,"0 to 200 USD",48,"DELAY IN PAST","RETRAINING",6681,"UNKNOWN/NONE","1 to 4 YRS","NY","4",38,1,"No"
831,"NONE",24,"DELAY IN PAST","RETRAINING",2375,"500 to 1000 K USD","1 to 4 YRS","NY","2 to 3 YRS",44,2,"No"
832,"0 USD",18,"EXISTING CREDITS PAID BACK","NEW CAR",1216,"up to 100 K USD","up to 1 YR","NY","above 4 YRS",23,1,"Yes"
833,"0 USD",45,"NONE TAKEN","RETRAINING",11816,"up to 100 K USD","above 7 YRS","NJ","4",29,2,"Yes"
834,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",5084,"UNKNOWN/NONE","above 7 YRS","NJ","4",42,1,"No"
835,"above 200 USD",15,"EXISTING CREDITS PAID BACK","ELECTRONICS",2327,"up to 100 K USD","up to 1 YR","NJ","above 4 YRS",25,1,"Yes"
836,"0 USD",12,"NONE TAKEN","NEW CAR",1082,"up to 100 K USD","1 to 4 YRS","NY","4",48,2,"Yes"
837,"NONE",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",886,"UNKNOWN/NONE","1 to 4 YRS","NY","2 to 3 YRS",21,1,"No"
838,"NONE",4,"EXISTING CREDITS PAID BACK","FURNITURE",601,"up to 100 K USD","up to 1 YR","PA","above 4 YRS",23,1,"No"
839,"0 USD",24,"CRITICAL ACCOUNT","USED CAR",2957,"up to 100 K USD","above 7 YRS","NY","4",63,2,"No"
840,"NONE",24,"CRITICAL ACCOUNT","ELECTRONICS",2611,"up to 100 K USD","above 7 YRS","NY","above 4 YRS",46,2,"No"
841,"0 USD",36,"EXISTING CREDITS PAID BACK","FURNITURE",5179,"up to 100 K USD","4 to 7 YRS","NY","2 to 3 YRS",29,1,"Yes"
842,"NONE",21,"DELAY IN PAST","USED CAR",2993,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",28,2,"No"
843,"NONE",18,"EXISTING CREDITS PAID BACK","OTHER",1943,"up to 100 K USD","up to 1 YR","NY","4",23,1,"Yes"
844,"NONE",24,"ALL CREDITS PAID BACK","RETRAINING",1559,"up to 100 K USD","4 to 7 YRS","NY","4",50,1,"No"
845,"NONE",18,"EXISTING CREDITS PAID BACK","FURNITURE",3422,"up to 100 K USD","above 7 YRS","NY","4",47,3,"No"
846,"0 to 200 USD",21,"EXISTING CREDITS PAID BACK","FURNITURE",3976,"UNKNOWN/NONE","4 to 7 YRS","NJ","above 4 YRS",35,1,"No"
847,"NONE",18,"EXISTING CREDITS PAID BACK","NEW CAR",6761,"UNKNOWN/NONE","1 to 4 YRS","NJ","4",68,2,"Yes"
848,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",1249,"up to 100 K USD","up to 1 YR","NY","2 to 3 YRS",28,1,"No"
849,"0 USD",9,"EXISTING CREDITS PAID BACK","ELECTRONICS",1364,"up to 100 K USD","4 to 7 YRS","CT","4",59,1,"No"
850,"0 USD",12,"EXISTING CREDITS PAID BACK","ELECTRONICS",709,"up to 100 K USD","above 7 YRS","NY","4",57,1,"Yes"
851,"0 USD",20,"CRITICAL ACCOUNT","NEW CAR",2235,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",33,2,"Yes"
852,"NONE",24,"CRITICAL ACCOUNT","USED CAR",4042,"UNKNOWN/NONE","4 to 7 YRS","CT","4",43,2,"No"
853,"NONE",15,"CRITICAL ACCOUNT","ELECTRONICS",1471,"up to 100 K USD","1 to 4 YRS","NY","4",35,2,"No"
854,"0 USD",18,"ALL CREDITS PAID BACK","NEW CAR",1442,"up to 100 K USD","4 to 7 YRS","NY","4",32,2,"Yes"
855,"NONE",36,"DELAY IN PAST","NEW CAR",10875,"up to 100 K USD","above 7 YRS","NJ","2 to 3 YRS",45,2,"No"
856,"NONE",24,"EXISTING CREDITS PAID BACK","NEW CAR",1474,"100 to 500 K USD","up to 1 YR","NY","above 4 YRS",33,1,"No"
857,"NONE",10,"EXISTING CREDITS PAID BACK","OTHER",894,"UNKNOWN/NONE","4 to 7 YRS","NY","above 4 YRS",40,1,"No"
858,"NONE",15,"CRITICAL ACCOUNT","FURNITURE",3343,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",28,1,"No"
859,"0 USD",15,"EXISTING CREDITS PAID BACK","NEW CAR",3959,"up to 100 K USD","1 to 4 YRS","CT","2 to 3 YRS",29,1,"Yes"
860,"NONE",9,"EXISTING CREDITS PAID BACK","NEW CAR",3577,"100 to 500 K USD","1 to 4 YRS","PA","2 to 3 YRS",26,1,"No"
861,"NONE",24,"CRITICAL ACCOUNT","USED CAR",5804,"above 1000 K USD","1 to 4 YRS","NY","2 to 3 YRS",27,2,"No"
862,"NONE",18,"DELAY IN PAST","RETRAINING",2169,"up to 100 K USD","1 to 4 YRS","NY","2 to 3 YRS",28,1,"Yes"
863,"0 USD",24,"EXISTING CREDITS PAID BACK","ELECTRONICS",2439,"up to 100 K USD","up to 1 YR","NY","4",35,1,"Yes"
864,"NONE",27,"CRITICAL ACCOUNT","FURNITURE",4526,"above 1000 K USD","up to 1 YR","NY","2 to 3 YRS",32,2,"No"
865,"NONE",10,"EXISTING CREDITS PAID BACK","FURNITURE",2210,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",25,1,"Yes"
866,"NONE",15,"EXISTING CREDITS PAID BACK","FURNITURE",2221,"500 to 1000 K USD","1 to 4 YRS","NJ","4",20,1,"No"
867,"0 USD",18,"EXISTING CREDITS PAID BACK","ELECTRONICS",2389,"up to 100 K USD","up to 1 YR","NY","1 to 2 YRS",27,1,"No"
868,"NONE",12,"CRITICAL ACCOUNT","FURNITURE",3331,"up to 100 K USD","above 7 YRS","NJ","4",42,1,"No"
869,"NONE",36,"EXISTING CREDITS PAID BACK","RETRAINING",7409,"UNKNOWN/NONE","above 7 YRS","CT","2 to 3 YRS",37,2,"No"
870,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",652,"up to 100 K USD","above 7 YRS","NY","4",24,1,"No"
871,"NONE",36,"DELAY IN PAST","FURNITURE",7678,"500 to 1000 K USD","4 to 7 YRS","NJ","4",40,2,"No"
872,"above 200 USD",6,"CRITICAL ACCOUNT","NEW CAR",1343,"up to 100 K USD","above 7 YRS","PA","4",46,2,"No"
873,"0 USD",24,"CRITICAL ACCOUNT","RETRAINING",1382,"100 to 500 K USD","4 to 7 YRS","NY","1 to 2 YRS",26,2,"No"
874,"NONE",15,"EXISTING CREDITS PAID BACK","OTHER",874,"UNKNOWN/NONE","up to 1 YR","NY","1 to 2 YRS",24,1,"No"
875,"0 USD",12,"EXISTING CREDITS PAID BACK","FURNITURE",3590,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",29,1,"No"
876,"0 to 200 USD",11,"CRITICAL ACCOUNT","NEW CAR",1322,"above 1000 K USD","1 to 4 YRS","NY","4",40,2,"No"
877,"0 USD",18,"ALL CREDITS PAID BACK","ELECTRONICS",1940,"up to 100 K USD","up to 1 YR","CT","4",36,1,"No"
878,"NONE",36,"EXISTING CREDITS PAID BACK","ELECTRONICS",3595,"up to 100 K USD","above 7 YRS","NY","2 to 3 YRS",28,1,"No"
879,"0 USD",9,"EXISTING CREDITS PAID BACK","NEW CAR",1422,"up to 100 K USD","up to 1 YR","CT","2 to 3 YRS",27,1,"Yes"
880,"NONE",30,"CRITICAL ACCOUNT","ELECTRONICS",6742,"UNKNOWN/NONE","4 to 7 YRS","NJ","above 4 YRS",36,2,"No"
881,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",7814,"up to 100 K USD","4 to 7 YRS","CT","above 4 YRS",38,1,"No"
882,"NONE",24,"EXISTING CREDITS PAID BACK","USED CAR",9277,"UNKNOWN/NONE","1 to 4 YRS","NJ","4",48,1,"No"
883,"0 to 200 USD",30,"CRITICAL ACCOUNT","NEW CAR",2181,"UNKNOWN/NONE","above 7 YRS","NY","4",36,2,"No"
884,"NONE",18,"CRITICAL ACCOUNT","ELECTRONICS",1098,"up to 100 K USD","TBD","NY","4",65,2,"No"
885,"0 to 200 USD",24,"EXISTING CREDITS PAID BACK","FURNITURE",4057,"up to 100 K USD","4 to 7 YRS","CT","above 4 YRS",43,1,"Yes"
886,"0 USD",12,"EXISTING CREDITS PAID BACK","EDUCATION",795,"up to 100 K USD","up to 1 YR","NY","4",53,1,"Yes"
887,"0 to 200 USD",24,"CRITICAL ACCOUNT","RETRAINING",2825,"UNKNOWN/NONE","4 to 7 YRS","NY","above 4 YRS",34,2,"No"
888,"0 to 200 USD",48,"EXISTING CREDITS PAID BACK","RETRAINING",15672,"up to 100 K USD","1 to 4 YRS","NJ","2 to 3 YRS",23,1,"Yes"
889,"NONE",36,"CRITICAL ACCOUNT","NEW CAR",6614,"up to 100 K USD","above 7 YRS","NY","4",34,2,"No"
890,"NONE",28,"ALL CREDITS PAID BACK","USED CAR",7824,"UNKNOWN/NONE","up to 1 YR","CT","4",40,2,"No"
891,"0 USD",27,"CRITICAL ACCOUNT","RETRAINING",2442,"up to 100 K USD","above 7 YRS","NY","4",43,4,"No"
892,"NONE",15,"CRITICAL ACCOUNT","ELECTRONICS",1829,"up to 100 K USD","above 7 YRS","NY","4",46,2,"No"
